,market_cap,name,price,supply,symbol,volume
80,72238478.3933,Loopring,$0.087144,828954239.779,LRC,"$25,384,698"
81,71714782.7083,Revain,$0.148033,484450000.0,R,"$916,910"
82,70892667.909,TrueChain,$1.08,65749999.94,TRUE,"$117,174,715"
83,66694273.3988,HyperCash,$1.53,43529780.8651,HC,"$2,109,078"
84,66273012.7417,WaykiChain,$0.350651,189000000.0,WICC,"$6,935,197"
85,65587873.762,MaidSafeCoin,$0.144929,452552412.0,MAID,"$298,587"
86,65288415.2236,ThoreCoin,$753.16,86686.0215,THR,"$100,110"
87,64870361.8468,Elastos,$4.29,15118699.2195,ELA,"$4,702,988"
88,64440507.2719,NULS,$0.925447,69631729.9571,NULS,"$23,193,912"
89,63608202.9809,Gemini Dollar,$0.998875,63679829.25,GUSD,"$5,295,575"
90,62537944.0823,Aion,$0.207958,300724162.0,AION,"$5,162,347"
91,62246867.6858,VestChain,$0.008794,7078400000.0,VEST,"$30,927"
92,62218385.8795,Crypto.com,$3.94,15793831.095,MCO,"$4,969,879"
93,61120871.5961,Zcoin,$8.44,7238831.32978,XZC,"$753,534"
94,60151480.7278,Decentraland,$0.057279,1050141509.43,MANA,"$11,139,045"
95,58410138.0409,Loom Network,$0.074934,779491559.241,LOOM,"$4,099,001"
96,57720619.5983,Electroneum,$0.006241,9249298584.76,ETN,"$376,142"
97,57350872.7121,PIVX,$1.01,56781165.9921,PIVX,"$493,587"
98,56917211.4112,aelf,$0.203276,280000000.0,ELF,"$12,703,772"
99,52688281.4864,Metaverse ETP,$0.751224,70136532.4254,ETP,"$12,518,695"
100,51973422.3745,Nebulas,$1.14,45500000.0,NAS,"$5,021,432"
101,51403285.9146,Power Ledger,$0.126968,404852066.96,POWR,"$3,502,025"
102,50778324.1553,QASH,$0.145081,350000000.0,QASH,"$224,808"
103,48282535.333,ReddCoin,$0.001676,28808713173.8,RDD,"$333,231"
104,48162160.1429,Horizen,$7.77,6198000.0,ZEN,"$1,089,483"
105,46469055.9808,Bibox Token,$0.418872,110938508.0,BIX,"$7,545,329"
106,46243852.1275,Wanchain,$0.435636,106152492.636,WAN,"$2,607,781"
107,46169148.8787,Kyber Network,$0.277013,166668050.38,KNC,"$5,503,137"
108,44923489.6401,Bancor,$0.707590,63488031.5105,BNT,"$2,978,510"
109,44890693.6946,Enigma,$0.599853,74836171.09,ENG,"$914,911"
110,44564457.1511,TTC Protocol,$0.155657,286299514.424,TTC,"$20,053,946"
111,44243154.7089,LATOKEN,$0.128388,344604463.0,LA,"$5,822,857"
112,44176354.1771,MonaCoin,$0.672091,65729674.8712,MONA,"$380,538"
113,44161812.1221,MOAC,$0.707004,62463333.6042,MOAC,"$21,986"
114,43558393.1198,QuarkChain,$0.046538,935966585.355,QKC,"$9,832,464"
115,43495087.1216,Polymath,$0.124838,348412657.091,POLY,"$7,940,502"
116,43215848.4359,ODEM,$0.189297,228296135.832,ODE,"$3,613,510"
117,42743255.1884,Nexo,$0.076327,560000011.0,NEXO,"$6,080,273"
118,42591098.415,DigixDAO,$21.30,2000000.0,DGD,"$502,818"
119,42542018.2096,Storj,$0.313299,135787438.7,STORJ,"$3,612,644"
120,42492808.9192,Dent,$0.000847,50156475076.0,DENT,"$3,254,313"
121,41605634.9594,iExec RLC,$0.519611,80070793.2388,RLC,"$533,932"
122,40968401.0879,Lambda,$0.081937,500000000.0,LAMB,"$12,440,315"
123,40929470.3406,Santiment Net...,$0.653195,62660370.957,SAN,"$16,182"
124,40327445.5493,IoTeX,$0.015971,2525040005.0,IOTX,"$2,371,852"
125,40265982.7333,RIF Token,$0.103160,390326953.717,RIF,"$227,661"
126,40210628.0762,Buggyra Coin ...,$0.019998,2010775988.46,BCZERO,"$6,494"
127,39394563.4899,REPO,$0.358267,109958607.0,REPO,"$21,716"
128,38449173.3699,FunFair,$0.005871,6548879188.66,FUN,"$1,560,637"
129,38128341.5703,TenX,$0.333442,114347860.534,PAY,"$2,273,151"
130,37879703.6521,TomoChain,$0.637027,59463250.0,TOMO,"$922,411"
131,37788643.2939,Davinci Coin,$0.011974,3155771662.8,DAC,"$2,814,892"
132,37257144.0862,Nxt,$0.037294,998999941.508,NXT,"$892,445"
133,37103906.9648,Kin,$0.000049,7.56097560976e+11,KIN,"$2,497,948"
134,36321186.976,Celer Network,$0.018184,1997377673.46,CELR,"$38,208,165"
135,35247885.1482,Veritaseum,$16.40,2149646.44,VERI,"$3,343,134"
136,34897482.2688,Gas,$3.45,10128375.1058,GAS,"$1,935,641"
137,34504016.2003,STASIS EURS,$1.11,30979207.0,EURS,"$662,429"
138,34342669.4621,Syscoin,$0.062310,551157108.291,SYS,"$340,766"
139,34251711.7474,CyberMiles,$0.042815,800000000.0,CMT,"$11,613,247"
140,33717819.5539,Groestlcoin,$0.466356,72300558.8874,GRS,"$3,428,176"
141,32807449.7154,Cortex,$0.219019,149792458.0,CTXC,"$5,939,190"
142,32804492.6856,Obyte,$48.31,679008.20747,GBYTE,"$25,971"
143,32610178.1282,Linkey,$0.652204,50000000.0,LKY,"$326,640"
144,31172374.3519,S4FE,$0.373897,83371511.6987,S4F,"$781,626"
145,30901618.7539,Apollo Currency,$0.002104,14685096531.0,APL,"$719,623"
146,30519048.1875,#MetaHash,$0.073622,414536447.0,MHC,"$2,579,114"
147,29915878.4068,Civic,$0.087295,342699977.0,CVC,"$2,606,167"
148,29243744.9339,Bread,$0.329566,88733977.693,BRD,"$185,692"
149,28821050.2448,Vertcoin,$0.588537,48970697.0,VTC,"$3,194,920"
150,28732800.3914,Odyssey,$0.003753,7655894876.96,OCN,"$10,578,347"
151,28528532.4221,Metadium,$0.022907,1245430303.86,META,"$598,919"
152,28365979.5893,Mainframe,$0.003948,7185126430.88,MFT,"$3,621,745"
153,28073118.2557,Dragonchain,$0.117746,238421940.0,DRGN,"$1,838,005"
154,27732832.6019,Quant,$2.84,9777235.84,QNT,"$2,088,164"
155,27324528.7923,Ecoreal Estate,$0.137138,199248105.023,ECOREAL,"$45,762"
156,27304197.1795,Cindicator,$0.018883,1445976590.33,CND,"$460,270"
157,26620192.6508,Energi,$1.79,14874898.56,NRG,"$299,024"
158,26096139.2587,Clams,$7.38,3536247.86506,CLAM,"$31,876"
159,25875194.7249,SingularityNET,$0.047946,539673260.161,AGI,"$1,228,779"
160,25790658.6161,TokenClub,$0.053571,481425335.174,TCT,"$698,810"
161,25489157.2497,Moeda Loyalty...,$1.30,19628888.0,MDA,"$2,398,530"
162,25453883.9292,Arcblock,$0.258273,98554305.4403,ABT,"$29,635,381"
163,25384559.0738,Mithril,$0.049597,511816901.658,MITH,"$15,360,879"
164,24590146.3101,Neblio,$1.72,14274415.1723,NEBL,"$661,731"
165,24532404.6245,Nexus,$0.410874,59707886.23,NXS,"$341,822"
166,23338873.09,Cosmo Coin,$0.034794,670780888.574,COSM,"$4,062,909"
167,23308756.346,BitKan,$0.006061,3845410976.51,KAN,"$3,388,729"
168,23252625.4156,Matrix AI Net...,$0.155018,150000000.0,MAN,"$2,664,059"
169,23212117.1338,Cred,$0.045155,514052059.395,LBA,"$2,545,268"
170,23206765.6767,Ankr Network,$0.010497,2210758610.0,ANKR,"$6,570,846"
171,23160036.7294,BnkToTheFuture,$0.036763,629989999.325,BFT,"$405,730"
172,22957208.4964,Nectar,$0.278766,82353021.8232,NEC,"$3,235"
173,22853665.2001,Metal,$0.522223,43762284.167,MTL,"$6,549,026"
174,22719730.9694,Request,$0.031138,729656822.836,REQ,"$361,831"
175,22639163.8226,ProximaX,$0.003713,6097456550.0,XPX,"$5,856,499"
176,22388086.4356,Everex,$0.999468,22400000.0,EVX,"$6,331,127"
177,22287363.256,Spectre.ai Di...,$0.271554,82073518.6244,SXDT,"$7,730"
178,21950204.5016,IHT Real Esta...,$0.034060,644466043.657,IHT,"$7,711,846"
179,21819659.2553,Endor Protocol,$0.029331,743902866.12,EDR,"$2,140,409"
180,21695962.7387,Particl,$2.69,8069480.0,PART,"$9,302"
181,21655655.0054,INO COIN,$1.08,20000000.0,INO,"$1,851,814"
182,21518799.0134,Aragon,$0.705232,30513088.0045,ANT,"$42,924"
183,21452345.2305,Skycoin,$1.43,15000000.0,SKY,"$1,283,590"
184,21278274.6565,Bezant,$0.035999,591072815.25,BZNT,"$754,469"
185,21207708.0209,Storm,$0.003818,5555381609.36,STORM,"$2,447,402"
186,21059614.7917,Grin,$2.90,7255320.0,GRIN,"$15,200,134"
187,20844955.3539,TokenPay,$1.31,15950707.7657,TPAY,"$675,655"
188,20776723.6592,Gifto,$0.037489,554212221.945,GTO,"$17,748,127"
189,20774727.2742,GoChain,$0.029653,700598328.48,GO,"$2,036,775"
190,20744571.6757,CRYPTO20,$0.513471,40400631.0522,C20,"$58,922"
191,20560833.2146,Eidoo,$0.702659,29261461.2776,EDO,"$567,285"
192,20189771.2735,Telcoin,$0.000550,36708155674.0,TEL,"$209,515"
193,20179499.3925,SmartCash,$0.014273,1413859297.52,SMART,"$755,632"
194,19904000.2039,Ren,$0.030940,643319902.278,REN,"$603,156"
195,19878509.2915,SmartMesh,$0.014061,1413716693.85,SMT,"$218,944"
196,19827489.8922,Smartlands,$3.89,5100895.65,SLT,"$21,702"
197,19813522.3737,Wagerr,$0.108580,182479162.548,WGR,"$85,913"
198,19716745.9588,Gnosis,$17.85,1104590.0,GNO,"$123,285"
199,19689075.819,BitCapitalVendor,$0.024182,814200000.0,BCV,"$266,978"
200,19299765.8074,Ethos,$0.197699,97621897.6006,ETHOS,"$2,127,390"
201,19269656.7131,Genesis Vision,$4.35,4426883.31189,GVT,"$1,550,265"
202,19165458.82,SIRIN LABS Token,$0.038968,491820906.379,SRN,"$1,292,629"
203,19130182.1451,CWV Chain,$0.006036,3169551903.0,CWV,"$1,267,640"
204,19126250.5534,Fantom,$0.015060,1270000000.0,FTM,"$5,479,872"
205,19121980.454,High Performa...,$0.438377,43619949.2499,HPB,"$7,507,502"
206,18930292.1579,Po.et,$0.006026,3141592653.0,POE,"$643,902"
207,18733384.8954,Robotina,$0.065871,284394348.234,ROX,"$99,581"
208,18726978.7545,Cube,$0.002764,6774940000.0,AUTO,"$104,604"
209,18622500.7286,Raiden Networ...,$0.368078,50593936.0,RDN,"$1,963,556"
210,18365547.0354,Einsteinium,$0.084026,218569096.5,EMC2,"$1,959,613"
211,18064171.7638,Fusion,$0.605117,29852345.03,FSN,"$664,473"
212,17916292.7834,Unobtanium,$89.48,200216.161519,UNO,$738
213,17849664.0136,MediBloc [ERC20],$0.005529,3228331693.98,MEDX,"$656,352"
214,17775963.4086,Ignis,$0.023354,761143950.0,IGNIS,"$574,581"
215,17664345.3238,Quantstamp,$0.028615,617314170.819,QSP,"$419,684"
216,17426498.0124,Dynamic Tradi...,$0.014026,1242412784.52,DTR,$869
217,17386625.6964,OST,$0.029345,592486393.141,OST,"$898,575"
218,17226676.4908,United Trader...,$0.460527,37406479.3899,UTT,"$1,980"
219,17219040.0705,Streamr DATAcoin,$0.025429,677154514.0,DATA,"$516,305"
220,17217730.9328,OneRoot Network,$0.061451,280184928.716,RNT,"$5,643,082"
221,17203584.2966,NKN,$0.049153,350000000.0,NKN,"$581,958"
222,16966844.9902,Tael,$0.303007,55994914.3382,WABI,"$810,351"
223,16956913.3974,CyberVein,$0.015991,1060404495.65,CVT,"$448,046"
224,16848260.8201,TokenCard,$0.575112,29295594.5452,TKN,"$19,867"
225,16841496.8854,Fetch,$0.206537,81542294.4991,FET,"$16,785,994"
226,16671080.3157,Own,$0.217615,76608117.1845,CHX,"$2,402,416"
227,16563206.413,Asch,$0.177421,93355331.0,XAS,"$7,275,664"
228,16534888.7539,MediShares,$0.015487,1067640900.77,MDS,"$165,789"
229,16392119.0703,UTRUST,$0.036427,450000000.0,UTK,"$500,337"
230,16345607.0625,SALT,$0.203598,80283637.0206,SALT,"$432,068"
231,16320032.7038,Everipedia,$0.003622,4506302132.79,IQ,"$6,580,662"
232,16316434.5177,Time New Bank,$0.006244,2612987802.22,TNB,"$5,785,839"
233,16312301.7398,Bluzelle,$0.079310,205678035.3,BLZ,"$1,779,735"
234,16245486.0806,Dentacoin,$0.000050,3.26822211298e+11,DCN,"$51,369"
235,16227852.9785,EDUCare,$0.024966,650000000.0,EKT,"$1,683,119"
236,16223458.1583,HYCON,$0.009046,1793517586.43,HYC,"$1,975,518"
237,16060153.9699,SwftCoin,$0.004412,3639990384.17,SWFTC,"$10,214,998"
238,15918891.541,FLO,$0.105705,150596776.854,FLO,"$77,996"
239,15847511.1769,Ruff,$0.016163,980500000.0,RUFF,"$1,071,004"
240,15451751.7586,NavCoin,$0.238516,64782855.9677,NAV,"$176,944"
241,15414087.9181,PLATINCOIN,$22.02,700000.0,PLC,"$4,487,764"
242,15329342.1353,Hyperion,$0.048393,316765917.406,HYN,"$1,063,735"
243,15159550.2173,Ripio Credit ...,$0.030282,500610592.761,RCN,"$840,125"
244,15052025.9751,Peercoin,$0.594850,25303921.0542,PPC,"$168,869"
245,14934859.1908,DeepBrain Chain,$0.004667,3200000000.0,DBC,"$896,140"
246,14640842.0797,DATA,$0.001756,8337493344.4,DTA,"$2,887,653"
247,14626966.5041,Blocknet,$2.56,5712598.80406,BLOCK,"$13,798"
248,14486327.9947,Emercoin,$0.331693,43673853.3588,EMC,"$95,142"
249,14483136.6324,Namecoin,$0.982814,14736400.0,NMC,"$9,833"
250,14449703.2143,Moss Coin,$0.061186,236161615.704,MOC,"$321,466"
251,14274854.6936,Aergo,$0.471123,30299608.602,AERGO,"$6,208,185"
252,14175470.1454,PressOne,$0.054168,261692587.998,PRS,"$524,287"
253,14122828.2257,THEKEY,$0.002791,5060038287.0,TKY,"$253,909"
254,14120561.2685,Scry.info,$0.032088,440057074.0,DDD,"$1,007,215"
255,14118148.3886,DEX,$0.073708,191542290.51,DEX,"$11,272,410"
256,14082800.5269,Viacoin,$0.608710,23135499.1016,VIA,"$452,637"
257,14005344.4606,Credits,$0.088604,158066471.207,CS,"$2,208,525"
258,13923725.7567,Iconomi,$0.140743,98930339.7729,ICN,$676
259,13914050.4738,Quantum Resis...,$0.205581,67681724.076,QRL,"$97,909"
260,13842521.3461,Achain,$0.015954,867671200.041,ACT,"$2,149,135"
261,13788784.137,All Sports,$0.009193,1499865881.7,SOC,"$1,785,933"
262,13556051.8289,Propy,$0.237800,57006067.3911,PRO,"$202,009"
263,13352176.5651,Crypterium,$0.160012,83445082.0,CRPT,"$98,628"
264,13340899.2566,IoT Chain,$0.186795,71419839.4756,ITC,"$7,529,602"
265,13301584.0355,STEM CELL COIN,$0.041482,320658118.0,SCC,"$40,190"
266,13020707.5923,Nucleus Vision,$0.002258,5766462341.93,NCASH,"$339,684"
267,12920137.6417,VIBE,$0.049677,260082596.06,VIBE,"$895,452"
268,12900681.0337,PumaPay,$0.000570,22626131264.6,PMA,"$217,804"
269,12819771.3066,Edgeless,$0.109527,117046967.0,EDG,"$45,659"
270,12791606.7007,Dropil,$0.000564,22697494494.7,DROP,"$150,807"
271,12705399.5952,Bitcoiin,$0.251505,50517410.29,B2G,"$647,602"
272,12619625.9226,DMarket,$0.251307,50216064.1985,DMT,"$1,078,559"
273,12601699.647,SCRL,$0.076833,164015048.625,SCRL,"$183,117"
274,12581883.8717,ZClassic,$1.99,6333150.0,ZCL,"$97,393"
275,12488549.7386,ETHLend,$0.011197,1115389876.85,LEND,"$590,125"
276,12375729.8796,Numeraire,$9.17,1349328.14616,NMR,"$19,257"
277,12370248.6418,Bitcoin Private,$0.598883,20655519.0,BTCP,"$17,996"
278,12368213.8046,Game.com,$0.016243,761444189.762,GTC,"$10,757,961"
279,12351361.7779,AdEx,$0.168204,73430701.0,ADX,"$2,071,337"
280,12329429.3872,Zipper,$0.000761,16199999812.0,ZIP,"$4,836,782"
281,12241933.3483,XYO,$0.002112,5797131389.85,XYO,"$58,609"
282,12223890.344,Humanscape,$0.000344,35543994007.5,HUM,"$109,691"
283,12208881.5741,Noah Coin,$0.000373,32687957977.6,NOAH,"$204,948"
284,12074914.6473,LockTrip,$0.807570,14952162.9668,LOC,"$89,367"
285,12071706.2299,PRIZM,$0.229925,52502899.8,PZM,"$60,221"
286,12065932.2417,Red Pulse Pho...,$0.014544,829588687.02,PHX,"$1,253,015"
287,12031670.6018,Ubiq,$0.282373,42609099.354,UBQ,"$11,189"
288,11892395.4024,BridgeCoin,$0.440459,27000000.0,BCO,"$30,510"
289,11703090.4718,SDChain,$0.007802,1499999977.52,SDA,"$25,294"
290,11691406.9891,SONM,$0.032512,359600000.0,SNM,"$213,208"
291,11635439.6506,Insolar,$0.358014,32500000.0,INS,"$2,334,743"
292,11450376.4065,Metronome,$1.26,9070196.0,MET,"$709,436"
293,11405663.3947,OriginTrail,$0.039960,285429819.869,TRAC,"$57,598"
294,11314343.4127,Content Neutr...,$0.000290,39035223816.0,CNN,"$1,177,467"
295,11299877.9953,SingularDTV,$0.018833,600000000.0,SNGLS,"$365,085"
296,11206707.9742,CasinoCoin,$0.000312,35973085511.3,CSC,"$5,070"
297,11152448.8758,DigitalNote,$0.001610,6928822445.82,XDN,"$559,239"
298,11098641.6365,VITE,$0.026733,415162654.793,VITE,"$594,763"
299,11066482.505,Substratum,$0.028893,383020999.96,SUB,"$39,929"
300,11037112.3047,BHPCoin,$1.21,9143809.7,BHP,"$5,300,210"
301,11006799.8827,Spendcoin,$0.076071,144691173.0,SPND,"$1,213,753"
302,10992723.3939,SOLVE,$0.052223,210496778.372,SOLVE,"$505,479"
303,10876184.5163,Loopring [NEO],$0.095739,113602931.2,LRN,"$147,405"
304,10842127.9084,Melon,$9.14,1186787.41044,MLN,"$22,933"
305,10817970.2368,Tripio,$0.003278,3300000000.0,TRIO,"$4,987,984"
306,10794354.6779,RChain,$0.028878,373789867.795,RHOC,"$362,537"
307,10701146.2788,MobileGo,$0.107015,99996877.0,MGO,"$156,557"
308,10608648.0641,BLOCKv,$0.004546,2333613594.37,VEE,"$42,366"
309,10597643.9156,BitBay,$0.010470,1012146906.19,BAY,"$48,866"
310,10554942.5215,bitCNY,$0.146032,72278100.0,BITCNY,"$115,818,643"
311,10526975.4431,Agrello,$0.122437,85978873.0,DLT,"$546,869"
312,10488801.465,Beam,$0.766300,13687600.0,BEAM,"$7,575,281"
313,10461259.7514,DxChain Token,$0.000288,36325346424.7,DX,"$204,405"
314,10400364.0424,APIS,$0.002134,4873324620.52,APIS,"$258,616"
315,10347900.8675,district0x,$0.017247,600000000.0,DNT,"$646,397"
316,10317949.4585,Tokenomy,$0.051590,200000000.0,TEN,"$360,603"
317,10294768.3874,LEOcoin,$0.085073,121010420.563,LEO,"$1,278,593"
318,10272017.025,FirstBlood,$0.120059,85558370.5,1ST,"$30,856"
319,10210674.7497,NEXT,$0.844682,12088194.2017,NET,"$3,980,276"
320,10145619.7425,Stakenet,$0.125025,81148905.1457,XSN,"$92,428"
321,10124345.7708,Online,$0.011536,877660690.0,OIO,"$9,172"
322,10099206.5609,QLC Chain,$0.042080,240000000.0,QLC,"$610,144"
323,10061930.1582,WePower,$0.016964,593146507.184,WPR,"$559,523"
324,10048857.4765,PTON,$0.001202,8362598940.0,PTON,"$671,003"
325,9945457.40489,Selfkey,$0.003468,2868184469.5,KEY,"$452,714"
326,9932905.6551,Boolberry,$0.795282,12489790.0152,BBR,"$6,816"
327,9852738.19915,CoinUs,$0.028979,340000000.0,CNUS,"$332,997"
328,9810720.34134,MediBloc [QRC20],$0.003307,2966384100.0,MED,"$4,466"
329,9789809.37027,Pillar,$0.037748,259348201.0,PLR,"$3,267"
330,9781379.30589,Tierion,$0.022828,428481269.499,TNT,"$692,288"
331,9761696.87908,POA Network,$0.040375,241773623.0,POA,"$525,219"
332,9644689.0397,Steem Dollars,$1.05,9204037.795,SBD,"$193,726"
333,9611712.39992,BitNewChain,$0.053487,179701795.0,BTN,$707
334,9573162.20446,Ambrosus,$0.066209,144590975.0,AMB,"$1,197,902"
335,9542692.09164,Monetha,$0.027940,341544022.83,MTH,"$1,294,380"
336,9537229.32233,COSS,$0.079895,119372704.803,COSS,"$82,577"
337,9502586.28301,Jibrel Network,$0.056175,169159956.906,JNT,"$86,443"
338,9488426.02908,Burst,$0.004667,2033194513.0,BURST,"$17,753"
339,9480932.57922,Presearch,$0.061167,155000000.0,PRE,"$53,911"
340,9476486.53863,LBRY Credits,$0.042413,223432588.936,LBC,"$101,035"
341,9455462.70948,Spectrecoin,$0.427730,22106146.6196,XSPEC,"$23,031"
342,9379209.02008,Lympo,$0.011346,826672989.017,LYM,"$391,978"
343,9357411.9528,AMO Coin,$0.001043,8972250815.31,AMO,"$412,819"
344,9339752.13783,BTU Protocol,$0.186757,50010246.8908,BTU,"$16,826"
345,9312115.09844,Trade Token X,$0.105170,88543135.6236,TIOX,"$15,441"
346,9254047.85104,Content Value...,$0.021836,423789975.97,CVNT,"$3,041,466"
347,9194100.90869,WhiteCoin,$0.036749,250183629.193,XWC,"$298,495"
348,9111036.61399,FOAM,$0.033126,275040012.831,FOAM,"$102,794"
349,9105334.75602,Incent,$0.197871,46016573.0,INCNT,"$3,066"
350,9082146.09715,CanonChain,$0.017256,526318729.202,CZR,"$795,510"
351,9039196.49659,Aeron,$0.475747,19000000.0,ARN,"$2,313,721"
352,8996307.4496,Gulden,$0.021141,425541917.0,NLG,"$40,464"
353,8841783.62847,Loki,$0.243506,36310297.0,LOKI,"$22,536"
354,8837236.94265,Kambria,$0.007182,1230544847.94,KAT,"$438,763"
