,currency_change,market_cap,name,price,supply,symbol,volume
1108,8.79,78109.8836799,Neural Protocol,9.10584603666e-06,8577993013.0,NRP,18370.2053109
1109,-0.29,77825.3419257,MMOCoin,0.00135956586646,57242788.9267,MMO,25464.3596741
1110,-0.01,76845.4987959,ProxyNode,0.00152988215181,50229685.146,PRX,910.38089739
1111,-1.02,76336.5986606,nDEX,5.54866262968e-06,13757657251.0,NDX,12009.0354488
1112,-0.03,75329.9215947,Bitcoinus,0.00136234397897,55294347.652,BITS,30883.0573642
1113,-0.01,75296.6132597,CoinToGo,0.00815289442908,9235568.28985,2GO,89278.807193
1114,-0.13,74928.2495388,EthereumX,0.000859016935145,87225579.0,ETX,2037.10450704
1115,-0.01,74878.5882768,Gold Poker,0.026333548337,2843467.47801,GPKR,5717.83394824
1116,1.37,74799.5550721,TEAM (TokenSt...,0.00639561040324,11695452.0923,TEAM,2943.34830447
1117,-0.01,72903.3317287,Impleum,0.0158500363783,4599568.73212,IMPL,648.024040575
1118,0.86,72363.7141163,TokenDesk,0.00492829326582,14683321.4286,TDS,15108.4446783
1119,-0.41,71958.4326393,Alphaslot,0.019289534728,3730438.9999,SLOT,7801.82195918
1120,-0.18,71283.9951954,WITChain,4.24309495211e-05,1680000000.0,WIT,19858.2719556
1121,0.84,69337.4046963,Ether Kingdom...,0.0242899118323,2854576.21975,IMP,30811.2936394
1122,0.89,68576.5000713,FUTURAX,2.01315903062e-05,3406412460.63,FTXT,13334.2051585
1123,-2.32,66607.4348935,KWHCoin,3.75350707302e-05,1774538680.7,KWH,96693.6061201
1124,0.22,66237.8215778,RouletteToken,0.00648180426659,10219040.6951,RLT,1211.33406295
1125,-0.18,66100.1639947,Banana Token,0.0160568617448,4116630.32573,BNANA,3892.91086377
1126,-0.52,65177.3275101,e-Chat,0.00423802566314,15379172.4474,ECHT,975007.63592
1127,-1.29,64789.277919,Micromines,4.1531887637e-06,15599887605.7,MICRO,22401.3059182
1128,-0.21,62357.309874,Mainstream Fo...,5.79992672838e-05,1075139614.59,MFTU,7780.80287023
1129,0.06,62090.9651807,HashBX ,0.040276733785,1541608.74892,HBX,1881.51804809
1130,-0.10,60463.5103365,LogisCoin,0.0257158814623,2351212.82641,LGS,4032.73083789
1131,1.26,59788.1611703,Herbalist Token,6.29349065017e-06,9499999999.0,HERB,13468.0163881
1132,-0.02,59039.9176973,SkyHub Coin,0.17814833914,331408.746118,SHB,3618.77010426
1133,-30.66,56963.5497319,Kora Network ...,0.000169723798084,335625000.0,KNT,1349.86682241
1134,3.34,55635.0660678,Arepacoin,0.00348416287638,15967986.5844,AREPA,684.143397493
1135,-2.70,54993.5646426,ICOBay,8.53743632376e-05,644146117.841,IBT,27623.9584396
1136,-1.35,52661.355604,YENTEN,0.00288864814659,18230450.0,YTN,518.240076141
1137,-9.46,51902.2254817,Zenswap Netwo...,4.32469293195e-06,12001366640.0,ZNT,10975.7734488
1138,-0.19,50730.6250447,Provoco Token,0.000204411317747,248179140.0,VOCO,29766.9443525
1139,0.97,50196.8067149,SCRIV NETWORK,0.00202861594648,24744361.6925,SCRIV,1086.06646255
1140,20.67,47421.7540988,BunnyToken,0.000253195479164,187293052.211,BUNNY,1793.15063908
1141,-0.01,47307.7119149,GoHelpFund,0.0150398114623,3145499.0,HELP,15876.3693255
1142,-0.01,47261.3967481,Italian Lira,8.16401481416e-06,5788989587.11,ITL,19510.5382857
1143,-0.05,46789.2168679,The Currency ...,0.00145354487264,32189729.9138,TCAT,202492.29999
1144,-0.10,42750.6496387,VikkyToken,1.14702717754e-05,3727082537.87,VIKKY,11741.1488876
1145,5.18,42009.6869321,PrimeStone,0.00315265168154,13325191.355,PSC,1220.19109354
1146,-1.02,41460.7530794,TravelNote,0.0199011646623,2083333.0,TVNT,2100.40471523
1147,3.89,40681.6693306,QUINADS,3.08301714351e-06,13195408081.4,QUIN,16805.4831275
1148,-8.05,37934.7594702,PAWS Fund,0.202556383331,187280.0,PAWS,985.34023615
1149,0.00,36407.0571845,Olympic,0.000402624291676,90424393.0067,OLMP,847.466549325
1150,0.00,36330.0013033,CyberMusic,2.52953737529e-06,14362310538.7,CYMT,11482.5657006
1151,-0.04,36078.1810897,Bitblocks,0.000306431028849,117736709.71,BBK,1131.19791933
1152,-0.81,33770.6622274,Project Coin,0.00170732052306,19779919.3364,PRJ,884.223550171
1153,-0.35,32388.4773514,Octoin Coin,0.0583432048521,555137.096659,OCC,932026.369459
1154,-1.04,31727.0012617,CryptoSoul,0.000213933528524,148303080.31,SOUL,10568.1568005
1155,0.24,29499.977121,Decentralized...,2.4956369942e-06,11820620222.2,DATP,11583.8999274
1156,-0.38,28751.9147847,BitBall,0.000114328920005,251484180.761,BTB,1420.764386
1157,0.53,28241.4594916,CryptoFlow,0.000306885126041,92026159.2862,CFL,610.183675273
1158,1.70,27788.354568,Havy,3.48218431298e-06,7980150408.59,HAVY,27502.2548223
1159,-0.19,25171.425984,Joint Ventures,0.00115053151586,21878084.7261,JOINT,732.864096208
1160,-4.79,22762.4448229,Desire,0.00303787613702,7492881.14336,DSR,7523.43395953
1161,-2.34,20508.4107836,YoloCash,0.000695214788306,29499388.0,YLC,3048.48420753
1162,-0.01,20469.6478797,Traid,0.00146721733394,13951340.0,TRAID,523.51752857
1163,0.76,19909.907083,Cyber Movie C...,9.95495354148e-07,20000000000.0,CMCT,3654.64856805
1164,7.14,19139.1888042,Tourist Token,5.1265817549e-06,3733323629.52,TOTO,5695.99730628
1165,-7.21,18115.1653052,Bionic,3.37815636571e-05,536244132.719,BNC,6592.05854238
1166,-1.35,14331.0378057,Cryptrust,2.56241369485e-06,5592788484.74,CTRT,16855.0696078
1167,0.77,13065.8753275,Crystal Token,0.0231509543743,564377.395258,CYL,51535.4663712
1168,3.01,12649.5561167,Blacer Coin,0.0770146709308,164248.655014,BLCR,860.450350714
1169,0.00,10457.638,Mirai,0.00304709444068,3432003.24228,MRI,2938.89016238
1170,-0.04,9024.08838955,Neuro,0.000151917287498,59401326.4598,NRO,7351.08167002
1171,0.60,8578.26283408,KUN,4.28913141704,2000.0,KUN,523.274032878
1172,-10.58,6482.88891155,ROIyal Coin,0.0102796830552,630650.660797,ROCO,1056.13778527
1173,-28.69,1622.92688368,Abulaba,0.000107543996136,15090818.1023,AAA,7133.95080067
1174,-0.36,24879271.981,Gold Bits Coin,0.234779637447,105968610.615,GBC,2.34779637447
1175,-0.02,16687025.6955,Unobtanium,83.3363575936,200237.041519,UNO,85.878545088
1176,-0.20,15003868.7896,Credo,0.0272851339831,549891702.891,CREDO,52.6981042471
1177,0.00,11490754.1659,DEW,0.111296468784,103244552.962,DEW,0.0
1178,0.00,10282131.6992,XcelToken,0.0745799310974,137867272.709,XCEL,0.0
1179,-0.07,8514688.37326,Incent,0.185035256173,46016573.0,INCNT,174.026063543
1180,-0.04,7136448.21128,ParkinGo,0.572992754016,12454691.8984,GOT,454.380909154
1181,0.00,7096790.51574,AurumCoin,23.788864665,298324.052689,AU,0
1182,-0.51,7080160.7445,Aston,0.00859242808799,824000000.0,ATX,0.0
1183,-0.02,6967329.84708,Lykke,0.0219921580571,316809738.68,LKK,0.0
1184,-0.04,5179092.86828,LoyalCoin,0.000967399045894,5353626190.0,LYL,192.875747551
1185,0.00,4854991.79391,Ecobit,0.0109237315374,444444444.4,ECOB,0.0
1186,-0.04,4550935.54247,XTRABYTES,0.010583571029,430000000.0,XBY,161.800317276
1187,0.09,3893804.97157,Sense,0.0105534338463,368960949.42,SENSE,266.893561856
1188,-0.21,3743432.00403,Dimecoin,6.94389656324e-06,5.3909674056e+11,DIME,452.307642195
1189,-0.19,3739515.38236,Neumark,0.101017197258,37018601.6229,NEU,465.64660298
1190,0.00,3631293.57632,Modum,0.170754228603,21266200.0,MOD,0.0
1191,3.50,3512091.86033,Stealth,0.110883337153,31673756.8557,XST,414.237302295
1192,-2.00,3308627.6179,Diamond,1.04142639032,3177015.34036,DMD,439.139762738
1193,-1.53,3292329.66869,Mooncoin,1.45996437067e-05,2.25507535309e+11,MOON,393.418265253
1194,-0.18,3282020.34629,Bittwatt,0.0109261094884,300383256.252,BWT,235.830522741
1195,2.93,3173262.40266,Change,0.100186204328,31673646.3263,CAG,498.590026442
1196,0.00,3165586.26454,Blue Whale Token,8.35943778308e-05,37868411090.4,BWX,0.0
1197,0.00,3121960.40378,Nullex,0.0771291645671,40477041.6133,NLX,0.0
1198,4.25,3090887.28172,Global Crypto...,0.00248208475126,1245278703.78,GCC,96.5292890725
1199,0.00,2893216.09242,FairCoin,0.0543900676538,53193831.47,FAIR,0.0
1200,-0.04,2818201.65112,Flash,0.00313133516791,900000000.0,FLASH,105.423913163
1201,0.00,2524694.28692,ECC,0.000100987771477,25000000000.0,ECC,0.0
1202,0.06,2505800.43982,Incodium,0.000280910079783,8920293788.51,INCO,73.1871454
1203,-0.15,2452953.92339,Ultiledger,0.00687525359064,356780137.787,ULT,377.084525492
1204,-0.01,2423868.28185,MintCoin,9.7159696229e-05,24947260808.0,MINT,37.3341461063
1205,-0.04,2352375.18203,Soarcoin,0.00217748112081,1080319438.62,SOAR,137.134546759
1206,0.00,2335826.13205,Rubycoin,0.0871262402485,26809674.3918,RBY,95.5526647051
1207,0.00,2273982.89451,Starta,0.455048584808,4997231.0,STA,0.0
1208,0.00,2263688.51442,Pandacoin,6.962e-05,32514916897.8,PND,4.5924
1209,-1.34,2219897.77821,COPYTRACK,0.0461567743118,48094733.9,CPY,174.210785279
1210,-0.19,2206129.72532,Winding Tree,0.10329325073,21357927.1611,LIF,175.965470425
1211,-0.19,2117564.11617,Hubii Network,0.139839353945,15142833.9479,HBT,62.533848882
1212,0.00,1998861.54576,FNKOS,0.0144117685018,138696478.889,FNKOS,0.0
1213,-0.10,1988050.53707,SounDAC,0.136337745778,14581805.8361,XSD,86.9536033424
1214,0.00,1927471.61274,Proxeus,0.00948370543911,203240350.0,XES,0.0
1215,-0.04,1831806.07839,Mysterium,0.0773811790363,23672501.5204,MYST,167.180808249
1216,0.00,1825761.07727,Vites,5.04868568244e-05,36163096538.6,VITES,0.0
1217,0.00,1821902.80376,TV-TWO,0.0044205580105,412143172.747,TTV,0.0
1218,-0.39,1762142.70464,BrahmaOS,0.00284552920586,619267130.0,BRM,92.3630324931
1219,-0.04,1716409.76626,DomRaider,0.00290179165893,591500000.0,DRT,19.4282320179
1220,0.00,1715819.88772,FoodCoin,0.00430205288674,398837469.666,FOOD,0.0
1221,-0.18,1699447.25599,MIB Coin,0.0188206499071,90296948.5315,MIB,27.2040191973
1222,-0.04,1673753.77892,BitDice,0.0239107682703,70000000.0,CSNO,23.3108752599
1223,0.00,1664101.51935,Ivy,0.005302377762,313840619.066,IVY,0.0
1224,-6.76,1605343.55547,ALAX,0.00319211297166,502909380.0,ALX,194.798694096
1225,-0.11,1593059.25406,EncrypGen,0.02376637025,67029977.1189,DNA,61.7593488259
1226,-0.04,1583336.18943,LoMoCoin,0.00597541330827,264975175.397,LMC,4.17681390248
1227,-0.01,1514596.54138,GeoCoin,0.476205688707,3180551.1301,GEO,269.341501901
1228,-0.01,1455626.71319,RoBET,1.82250105902,798697.320907,ROBET,1.82422278828
1229,0.01,1452164.31712,Quark,0.00562268178348,258268984.986,QRK,10.2428039466
1230,0.00,1425413.54025,StarCoin,0.000942963902989,1511631077.0,KST,20.9337986464
1231,-0.18,1407172.0137,Carboneum [C8...,0.027416921229,51324946.4426,C8,189.958834711
1232,0.13,1397712.24206,BunnyCoin,1.35652005157e-05,1.03036607564e+11,BUN,10.0189417843
1233,0.00,1383028.52208,Vezt,0.0160961071251,85923168.3369,VZT,0.0
1234,0.00,1328553.89739,BitCrystals,0.0580290113814,22894649.8616,BCY,0.696348136577
1235,0.00,1287232.01538,Molecule,0.000100703214388,12782432251.1,MOL,0.0
1236,-1.08,1283955.30276,Dovu,0.00321182580411,399758698.345,DOV,194.407047245
1237,0.00,1237270.24626,AWARE,0.00385404281161,321031785.773,AT,0
1238,-0.19,1236770.9943,Cryptopay,0.0180979423424,68337658.0,CPAY,22.7703988471
1239,1.14,1200801.95091,Novacoin,0.514095472257,2335756.7139,NVC,431.926483899
1240,-0.19,1198432.97178,Leverj,0.0101484273878,118090510.577,LEV,101.690992798
1241,0.00,1184098.13575,Ethbits,0.724356045035,1634690.76274,ETBS,0.0
1242,0.00,1148794.12061,XPA,0.0200916282201,57177751.2519,XPA,0
1243,-0.04,1145998.63151,Solaris,0.687787460172,1666210.418,XLR,152.00123277
1244,-0.28,1112236.57792,Elite,4.21435904733e-05,26391595149.6,1337,55.2844023406
1245,0.00,1056823.73737,New Power Coin,0.0399360071658,26462929.3807,NPW,0.0
1246,-0.04,1033569.05402,Ties.DB,0.0253195479164,40820991.6477,TIE,77.6044143637
1247,-0.01,1013402.60341,HEAT,0.0253273954211,40012112.8351,HEAT,41.7358498542
1248,0.00,995160.748096,PetroDollar,0.0155510207885,63993274.8873,XPD,6.00320057228
1249,-0.02,994113.115501,Kind Ads Token,0.0235439641791,42223693.0,KIND,204.662812698
1250,0.03,989782.759328,Maxcoin,0.0161082234878,61445805.0,MAX,6.23909993324
1251,0.41,975702.989428,EnergiToken,0.000526793804848,1852153500.0,ETK,479.245067725
1252,0.00,943387.440683,WeAreSatoshi,0.0511848893524,18430975.4816,WSX,0.0
1253,-0.17,938119.020019,BitDegree,0.00257321653813,364570569.992,BDG,330.152356726
1254,-0.01,937854.79498,B3Coin,0.00126190173803,743207467.519,KB3,88.1561582376
1255,-0.09,929755.204859,REBL,0.00535839329897,173513804.042,REBL,106.267146487
1256,-0.19,920180.418747,FidentiaX,0.00876362303569,105000000.0,FDX,342.299563065
1257,-0.22,900281.909372,PikcioChain,0.0218064142129,41285187.9535,PKC,10.4135070044
1258,0.00,888072.519554,Thrive Token,0.00860682627375,103182345.188,THRT,0.0
1259,1.74,886588.74054,e-Gulden,0.0519976683764,17050548.0,EFL,17.7221247361
1260,-0.43,884164.910087,Auroracoin,0.0502879866861,17582030.3884,AUR,39.7924093356
1261,0.00,874385.948463,Helium,0.0878774681142,9950058.4988,HLM,0.0
1262,0.00,865949.489444,Darcrus,0.0636709397546,13600388.07,DAR,0.0
1263,0.10,843287.794002,REAL,0.0838606941636,10055817.0,REAL,69.1408966806
1264,-0.05,836229.320525,Debitum,0.00418856630819,199645716.218,DEB,404.043527877
1265,-0.05,835534.236634,Vetri,0.00354607933282,235621980.845,VLD,250.904204279
1266,-0.05,818509.511904,OBITS,0.053482371664,15304286.0,OBITS,227.190193083
1267,0.00,806012.029684,Luna Stars,5.93072979164e-05,13590435882.3,LSTR,0
1268,853.71,804992.806077,WomenCoin,1.66116708522e-05,48459472454.0,WOMEN,216.772214345
1269,4.45,779556.8931,Snovian.Space,0.00192492476144,404980448.439,SNOV,420.553767412
1270,0.00,767412.105562,Uniform Fisca...,0.000202619163369,3787460637.0,UFO,125.093829557
1271,0.00,750316.109503,ODUWA,0.319303831948,2349850.0,OWC,0.0
1272,-0.02,716781.93693,Dether,0.00843272866976,85000000.0,DTH,142.970307646
1273,0.00,710689.907103,Xenon,0.00236896635701,300000000.0,XNN,0
1274,-9.00,707421.980626,Eristica,0.00410176676245,172467627.146,ERT,478.53945562
1275,0.17,700657.992929,TRONCLASSIC,1.50644318897e-06,4.6510747837e+11,TRXC,190.851541342
1276,0.13,690253.151124,Block Array,0.0100868874,68430738.22,ARY,266.134636389
1277,0.22,690107.309912,Sether,0.0342711515362,20136682.8653,SETH,8.41927956073
1278,-0.01,666923.131601,Sequence,0.0143353058083,46523118.5521,SEQ,384.156613265
1279,-0.19,651045.206302,Coinvest,0.0551693730058,11800844.7592,COIN,176.122121324
1280,0.01,642846.243918,Terracoin,0.0280285647501,22935396.4304,TRC,256.427364929
1281,0.00,630412.120112,Karma,0.000353606042427,1782809241.0,KRM,0.0
1282,0.00,615126.625214,Motocoin,0.0313158307452,19642673.0691,MOTO,0.0
1283,-0.13,600683.815936,Pedity,0.000438900386052,1368610817.0,PEDI,7.34879151607
1284,0.00,599253.176843,Atmos,0.00594385510856,100818940.889,ATMOS,0.0
1285,0.00,593654.038209,NeosCoin,0.138540852953,4285046.79706,NEOS,114.019983112
1286,-1.41,591740.6224,CDX Network,0.018179435404,32550000.0,CDX,217.957534569
1287,-0.16,587861.047594,Ondori,1.56139283861e-05,37649785054.6,RSTR,375.318010684
1288,-0.01,578568.358884,Pura,0.00329256140474,175719838.68,PURA,7.58104665223
1289,-0.39,573410.062259,CyberFM,1.11994152785e-05,51200000000.0,CYFM,4.54103174522
1290,-0.22,571034.113098,PopularCoin,0.000146429093459,3899731259.74,POP,3.24322061368
1291,-0.20,567829.754276,PRASM,0.000257752997789,2202999612.6,PSM,26.9951390387
1292,6.11,567562.821501,Orbitcoin,0.17622801734,3220616.27923,ORB,23.5030124741
1293,-0.19,567401.481951,BetterBetting,0.00312696514455,181454367.325,BETR,86.2838920229
1294,0.00,565464.026304,Talao,0.0552917909647,10226907.4023,TALAO,0.0
1295,-0.19,554848.610454,Coin Lion,0.0172173697507,32226096.0,LION,148.188851125
1296,0.01,551338.476284,WorldCoin,0.00460958596663,119606940.9,WDC,70.916707179
1297,-0.01,550980.95161,VeriSafe,5.06390958328e-05,10880544815.2,VSF,422.896208449
1298,-0.04,550512.02612,Social Send,0.0142332963197,38677760.4959,SEND,449.946399512
1299,-0.71,545361.799095,Guaranteed Et...,0.00181787266365,300000000.0,GETX,170.457848961
1300,-0.17,544390.064117,Indorse Token,0.0145246525828,37480418.9645,IND,168.366866664
1301,1.70,518755.94064,Colu Local Ne...,0.00497024777064,104372249.55,CLN,122.625166436
1302,0.08,504948.327649,Knoxstertoken,0.00348054574182,145077342.78,FKX,166.888932734
1303,0.00,503581.300957,Target Coin,0.000528733196204,952429892.0,TGT,0.0
1304,0.00,501779.934074,Carboncoin,3.26e-05,15392022517.6,CARBON,0.0
1305,0.00,495058.784059,EquiTrader,0.041472547139,11937023.8438,EQT,0.0
1306,-0.01,490893.80367,Noir,0.0253195479164,19387937.15,NOR,2.05088338123
1307,-0.02,489586.473565,Digital Insur...,0.00224138585412,218430250.492,DIT,64.6420955232
1308,-0.01,489553.267185,PWR Coin,5.06547908421e-05,9664500811.2,PWR,25.3526975144
1309,0.00,488242.751769,Blockchain Ce...,0.0155294224922,31439852.4488,BCDT,0.0
1310,1.07,486727.166087,HelloGold,0.00185042981444,263034654.051,HGT,112.192407169
1311,-0.10,479722.770935,Hush,0.0850315987973,5641700.0,HUSH,0.162894493275
1312,0.00,473091.270881,Global Awards...,0.000689833162505,685805346.271,GAT,0.0
1313,-0.04,462286.805993,Opus,0.00330014987542,140080548.898,OPT,436.751658498
1314,-0.04,462084.596797,Swisscoin,5.06390958328e-05,9125056227.75,SIC,104.26589832
1315,0.00,452648.759958,IP Exchange,0.0005076917975,891581786.798,IPSX,0.0
1316,-0.11,452525.606348,Ethorse,0.00409085687759,110618782.296,HORSE,68.7038807785
1317,-0.01,450168.247516,Manna,0.000859351665356,523846366.585,MANNA,64.7848040298
1318,0.09,447433.347857,Spectiv,0.00153730492355,291050487.774,SIG,13.7959422028
1319,0.00,447399.822132,StarterCoin,0.00130815911657,342007188.931,STAC,0.0
1320,0.34,445345.412149,Voise,0.000850503178121,523625806.0,VOISE,259.931261092
1321,-0.01,441585.868294,Shard,0.0311430439372,14179277.6963,SHARD,27.3446559978
1322,-0.19,436485.851599,White Standard,0.993363370215,439402.0,WSD,9.49953390937
1323,-0.11,430721.001356,LiteDoge,2.82969579492e-05,15221459569.2,LDOGE,24.6235106697
1324,0.00,429994.311119,CHIPS,0.020480462127,20995342.217,CHIPS,0.0
1325,-0.06,429701.792036,HunterCoin,0.0180837603306,23761750.0,HUC,170.674783275
1326,0.00,425816.852112,EZOOW,3.6861173473e-05,11551907115.0,EZW,0.0
1327,-16.66,423506.313287,BuzzCoin,2.11761065145e-05,19999253073.1,BUZZ,28.4255775938
1328,-0.04,419238.910765,Stipend,0.0382831564496,10951001.6844,SPD,373.563546537
1329,-9.15,418757.883386,imbrex,0.0483511928273,8660756.0,REX,214.331183545
1330,0.00,417450.954331,BitClave,0.00083258,501394405.74,CAT,170.627544882
1331,-0.19,415580.537573,W3Coin,6.52783838785e-06,63662810394.7,W3C,59.5366538147
1332,0.00,413188.310385,Verify,0.0305864580541,13508864.2711,CRED,0.0
1333,-4.77,406652.663393,EverGreenCoin,0.0293797786884,13841243.2478,EGC,159.978365676
1334,-0.18,404783.774568,Aencoin,0.0194549161188,20806246.2,AEN,16.6105293237
1335,-0.01,401224.960071,Bitswift,0.103285118527,3884634.745,BITS,2.76656205663
1336,59.55,389534.100732,Goodomy,0.000627765657734,620508777.333,GOOD,0.0173095801474
1337,-0.23,388198.66389,Photon,1.38959754881e-05,27936049845.7,PHO,200.656862085
1338,2.87,386666.81449,Nerva,0.0245599614789,15743787.4983,XNV,71.9158208942
1339,-0.07,366150.761999,Lampix,0.00270577375446,135322017.0,PIX,332.872357054
1340,-6.46,362641.475124,SmileyCoin,1.39691056567e-05,25960250000.0,SMLY,1.52584481994
1341,0.00,358814.810746,Bitcoin Scrypt,0.02036874598,17615950.0,BTCS,17.677929025
1342,97.89,358113.632556,UltraNote Coin,0.000100250309948,3572194766.7,XUN,75.1895667706
1343,0.00,351104.397908,Skeincoin,0.0258339433295,13590817.0669,SKC,95.5412167223
1344,-0.04,347016.965847,Sociall,0.0207620292914,16714019.6643,SCL,0.0207620292914
1345,0.00,346920.789244,Bitmark,0.03110108954,11154618.5158,BTM,0.0
1346,0.00,346758.74885,AdCoin,0.0223555436115,15511085.522,ACC,0.0
1347,0.01,345814.327101,Argentum,0.0303422197144,11397133.445,ARG,160.825668362
1348,-0.01,340675.207423,DigitalPrice,0.0172226288863,19780674.0,DP,0.51667886659
1349,0.03,339387.946693,Bitibu Coin,0.0798114395789,4252372.19732,BTB,0.0
1350,-0.01,329358.745512,Neutron,0.00841882623796,39121694.189,NTRN,2.10470655949
1351,0.00,317692.868998,HyperStake,0.000230760717631,1376719886.55,HYP,20.1235814952
1352,-0.04,317366.701992,Mao Zedong,0.0501327048744,6330532.19026,MAO,180.785623251
1353,-1.34,311167.437832,bitqy,9.99679973681e-05,3112670514.81,BQ,18.7187147878
1354,-0.04,308648.195785,Rupee,0.00906439815407,34050600.0,RUP,0.0181106856406
1355,4.40,307714.228819,DogeCash,0.0851243200949,3614880.31241,DOGEC,142.952850919
1356,-0.04,307692.782616,KekCoin,0.0287123673372,10716384.9989,KEK,42.6993413575
1357,-0.44,305546.225439,BitStation,6.49519919591e-05,4704185602.67,BSTN,34.1858402804
1358,-0.02,301659.984222,Mindexcoin,0.0128341295467,23504514.5153,MIC,204.028396011
1359,0.00,296407.810469,Rookiecoin,9.7785535709e-05,3031203013.0,RKC,0
1360,0.00,295657.129392,Bitdepositary,0.00560738567064,52726376.7392,BDT,0.0
1361,-0.04,293105.947383,ClearCoin,0.000555257685806,527873733.0,XCLR,62.8555143791
1362,-0.19,293005.88901,RefToken,0.392801251272,745939.296428,REF,30.2975343291
1363,-0.24,292430.115509,Golfcoin,1.25153163919e-05,23365778886.6,GOLF,2.77865031071
1364,0.01,292306.347672,Apollon,0.00196726320889,148585276.414,XAP,219.59704664
1365,-0.01,292130.031228,AudioCoin,0.000303928745053,961179342.141,ADC,2.25773468263
1366,-0.18,289395.126596,JSECOIN,0.000652555255991,443479879.963,JSE,407.774941991
1367,0.01,287113.996529,Cryptonite,0.000405238326737,708506519.709,XCN,1.01309581684
1368,0.01,287010.54871,Ixcoin,0.0136261387365,21063233.999,IXC,0.557202699264
1369,-0.19,285805.600087,Devery,0.0045424796985,62918410.0,EVE,468.027392161
1370,-0.04,284624.665157,FORCE,0.00202556383331,140516265.386,FOR,161.454654807
1371,-0.13,282146.613164,Etheera,3.92402945882e-05,7190226682.17,ETA,43.8701215584
1372,0.94,280358.840179,Monkey Project,0.0495288522143,5660515.59132,MONK,336.678079772
1373,0.00,278793.035257,Dinastycoin,0.000150653770035,1850554653.84,DCY,0.0
1374,-0.04,275453.732723,Magnet,0.00683627793742,40292939.4101,MAG,129.369571771
1375,-0.21,275297.262752,Bitzeny,0.00364079988298,75614500.0,ZNY,13.7410275734
1376,-0.08,274856.439961,View,0.0078332793448,35088297.9991,VIEW,193.820311154
1377,0.00,271788.057489,Save Environm...,0.282925035487,960636.293712,SET,0.0
1378,0.57,270480.900595,FlypMe,0.0153345310001,17638681.0,FYP,314.475543922
1379,-0.22,270323.797635,Zeitcoin,7.31173373824e-06,36971231080.4,ZEIT,0.774190076882
1380,0.00,265656.128772,Fidelium,0.00225403659525,117857948.417,FID,0
1381,0.00,263762.020347,BlueCoin,0.00045896904996,574683675.01,BLU,0.0
1382,0.00,263062.79528,BioCoin,0.000311027679026,845785803.064,BIO,0.0
1383,-0.19,260254.46433,TrakInvest,0.00310072323423,83933471.2162,TRAK,2.36585182772
1384,-0.04,259720.121278,Travelflex,0.00329154122913,78905322.2178,TRF,11.2336222347
1385,-0.24,258708.377689,GCN Coin,1.54399727645e-06,1.67557535e+11,GCN,152.747398029
1386,-0.18,258651.759488,SHPING,0.000326391919393,792457607.313,SHPING,0.0
1387,-0.04,258097.83895,Niobio Cash,0.00209551741689,123166639.833,NBR,358.46970235
1388,0.00,253550.774853,Signals Network,0.00287672309738,88138748.9409,SGN,0.0
1389,1.48,253525.856975,MNPCoin,0.11565981686,2191996.00914,MNP,38.9149341208
1390,0.00,252387.977697,Sapien,0.00123367837108,204581667.0,SPN,0.0
1391,0.00,248810.728007,CYCLEAN,0.000366733382338,678451267.297,CCL,60.477696846
1392,-0.25,244323.264147,BitBar,5.97055436625,40921.36997,BTB,151.311724051
1393,-0.01,243843.676579,Worldcore,0.0013691138171,178103291.0,WRC,395.294566673
1394,0.00,243582.556747,PoSW Coin,0.0055234139852,44100000.0,POSW,0.0
1395,0.00,243145.203037,ATMChain,5.21738861567e-05,4660285459.8,ATM,0.0
1396,3.69,240918.210415,Iungo,0.00602295526038,40000000.0,ING,225.411947668
1397,0.01,240462.922249,Megacoin,0.00633184885527,37976731.2431,MEC,5.06547908421
1398,0.01,236892.664188,Freicoin,0.00729428988127,32476453.2318,FRC,68.5235215857
1399,0.00,236462.354419,VIT,0.000529081077666,446930280.444,VIT,0.0
1400,-0.04,232418.720083,DCORP Utility,0.0658340458242,3530372.73,DRPU,52.5139430662
1401,-0.12,226414.977214,SIMDAQ,0.0128475599515,17623189.0,SMQ,11.5560903416
1402,0.00,224255.618505,Cruisebit,0.00845647384338,26518809.454,CRBT,0.0
1403,0.00,222109.139748,CROAT,0.00354473670829,62658853.9647,CROAT,34.0700721599
1404,0.00,220262.60341,iTicoin,6.88320635655,32000.0,ITI,0.0
1405,-0.04,217719.671443,Coinlancer,0.00273451117497,79619229.0,CL,13.0923837539
1406,-0.19,217011.631566,ShareX,0.000336183676974,645515075.327,SEXC,10.5598352209
1407,-0.58,215501.411584,Magi,0.0251247762577,8577246.99211,XMG,0.646861679054
1408,0.00,213321.675408,LanaCoin,0.000203491672558,1048306659.07,LANA,0.0
1409,0.00,212850.866727,Seal Network,0.000413213840945,515110690.0,SEAL,0.0
1410,0.00,211809.649913,Zennies,0.000211637623329,1000812835.55,ZENI,0.0
1411,-0.15,207563.588965,Tracto,0.0077123797286,26913040.6267,TRCT,27.0381385378
1412,0.03,207547.844088,Canada eCoin,0.00213054133966,97415544.2208,CDN,110.137090775
1413,0.00,205826.962899,Piggycoin,0.000417224057062,493324772.183,PIGGY,0.0
1414,0.00,203575.659923,AB-Chain RTB,0.010563670175,19271300.2726,RTB,0
1415,0.00,202862.864758,bitBTC,4868.77496953,41.6661,BITBTC,0
1416,-0.04,201936.60288,Level Up Coin,0.000202559804422,996923370.146,LUC,457.261987075
